"name","value","year"
"CS.電腦、電子產品及光學製品製造業",69802,"1989"
"CT.電力設備製造業",66048,"1989"
"CU.機械設備製造業",43358,"1989"
"CV.汽車及其零件製造業",50232,"1989"
"CW.其他運輸工具製造業",41732,"1989"
"CX.家具製造業",18521,"1989"
"CY.其他製造業",67973,"1989"
"D 電力及燃氣供應業",103041,"1989"
"DA.電力供應業",99650,"1989"
"DB.氣體燃料供應業",3391,"1989"
"E 用水供應及污染整治業",27360,"1989"
"EA.用水供應業",8937,"1989"
"EB.污染整治業",18423,"1989"
"F 營造業",170641,"1989"
"G 批發及零售業",488093,"1989"
"GA.批發業",234373,"1989"
"GB.零售業",253720,"1989"
"H 運輸及倉儲業",182086,"1989"
"HA.陸上運輸業",87784,"1989"
"HB.水上運輸業",21887,"1989"
"HC.航空運輸業",21847,"1989"
"HD.運輸輔助及倉儲業",41259,"1989"
"HE.郵政及快遞業",9309,"1989"
"I 住宿及餐飲業",61323,"1989"
"IA住宿服務業",17005,"1989"
"IB.餐飲業",44318,"1989"
"J 資訊及通訊傳播業",85404,"1989"
"JA.傳播業",20590,"1989"
"JB.電信業",58048,"1989"
"JC.資訊業",6766,"1989"
"K 金融及保險業",284036,"1989"
"KA.金融中介業",166935,"1989"
"KB.保險業",49692,"1989"
"KC.證券期貨及其他金融業",67409,"1989"
"L 不動產業",236495,"1989"
"LA.不動產業",27990,"1989"
"LB.住宅服務",208505,"1989"
"M 專業、科學及技術服務業",46418,"1989"
"N 支援服務業",17955,"1989"
"NA.租賃業",9037,"1989"
"NB.其他支援服務業",8918,"1989"
"O 公共行政及國防",330200,"1989"
"P 教育服務業",108355,"1989"
"Q 醫療保健及社會工作服務業",56070,"1989"
"QA.醫療保健服務業",53107,"1989"
"QB.社會工作服務業",2963,"1989"
"R 藝術、娛樂及休閒服務業",24612,"1989"
"S 其他服務業",90348,"1989"
"SA.對家庭服務之非營利機構",12436,"1989"
"SB.家事服務業",22471,"1989"
"SC.未分類其他服務業",55441,"1989"
"合 計",3829091,"1989"
"進口稅",121688,"1989"
"加值型營業稅",71056,"1989"
"總 計(生產面)",4021835,"1989"
"統計差異",-18608,"1989"
"GDP",4003227,"1989"
"補充項目:ICT產業",202161,"1989"
"A 農、林、漁、牧業",179499,"1990"
"AA.農耕業",118657,"1990"
"AB.畜牧業",11986,"1990"
"AC.林業",2522,"1990"
"AD.漁業",46334,"1990"
"B 礦業及土石採取業",28732,"1990"
"C 製造業",1362539,"1990"
"CA.食品製造業",74148,"1990"
"CB.飲料及菸草製造業",66810,"1990"
"CC.紡織業",96436,"1990"
"CD.成衣及服飾品製造業",53462,"1990"
"CE.皮革、毛皮及其製品製造業",39660,"1990"
"CF.木竹製品製造業",17287,"1990"
"CG.紙漿、紙及紙製品製造業",34419,"1990"
"CH.印刷及資料儲存媒體複製業",20197,"1990"
"CI.石油及煤製品製造業",48481,"1990"
"CJ.化學材料製造業",91564,"1990"
"CK.化學製品製造業",20125,"1990"
"CL.藥品製造業",7869,"1990"
"CM.橡膠製品製造業",15232,"1990"
"CN.塑膠製品製造業",73599,"1990"
"CO.非金屬礦物製品製造業",60626,"1990"
"CP.基本金屬製造業",78735,"1990"
"CQ.金屬製品製造業",90515,"1990"
"CR.電子零組件製造業",82641,"1990"
"CS.電腦、電子產品及光學製品製造業",81635,"1990"
"CT.電力設備製造業",66972,"1990"
"CU.機械設備製造業",54237,"1990"
"CV.汽車及其零件製造業",58436,"1990"
"CW.其他運輸工具製造業",44148,"1990"
"CX.家具製造業",18470,"1990"
"CY.其他製造業",66835,"1990"
"D 電力及燃氣供應業",109714,"1990"
"DA.電力供應業",106392,"1990"
"DB.氣體燃料供應業",3322,"1990"
"E 用水供應及污染整治業",29308,"1990"
"EA.用水供應業",9337,"1990"
"EB.污染整治業",19971,"1990"
"F 營造業",195286,"1990"
"G 批發及零售業",569417,"1990"
"GA.批發業",275052,"1990"
"GB.零售業",294365,"1990"
"H 運輸及倉儲業",195136,"1990"
"HA.陸上運輸業",90391,"1990"
"HB.水上運輸業",24031,"1990"
"HC.航空運輸業",25588,"1990"
"HD.運輸輔助及倉儲業",46372,"1990"
"HE.郵政及快遞業",8754,"1990"
"I 住宿及餐飲業",70970,"1990"
"IA住宿服務業",17704,"1990"
"IB.餐飲業",53266,"1990"
"J 資訊及通訊傳播業",97223,"1990"
"JA.傳播業",24102,"1990"
"JB.電信業",64197,"1990"
"JC.資訊業",8924,"1990"
"K 金融及保險業",329305,"1990"
"KA.金融中介業",215644,"1990"
"KB.保險業",58911,"1990"
"KC.證券期貨及其他金融業",54750,"1990"
"L 不動產業",271923,"1990"
"LA.不動產業",33477,"1990"
"LB.住宅服務",238446,"1990"
"M 專業、科學及技術服務業",55775,"1990"
"N 支援服務業",20935,"1990"
"NA.租賃業",9891,"1990"
"NB.其他支援服務業",11044,"1990"
"O 公共行政及國防",393609,"1990"
"P 教育服務業",129622,"1990"
"Q 醫療保健及社會工作服務業",67851,"1990"
"QA.醫療保健服務業",64272,"1990"
"QB.社會工作服務業",3579,"1990"
"R 藝術、娛樂及休閒服務業",29425,"1990"
"S 其他服務業",100806,"1990"
"SA.對家庭服務之非營利機構",13286,"1990"
"SB.家事服務業",25729,"1990"
"SC.未分類其他服務業",61791,"1990"
"合 計",4237075,"1990"
"進口稅",114455,"1990"
"加值型營業稅",81371,"1990"
"總 計(生產面)",4432901,"1990"
"統計差異",-2846,"1990"
"GDP",4430055,"1990"
"補充項目:ICT產業",237397,"1990"
"A 農、林、漁、牧業",182491,"1991"
"AA.農耕業",124855,"1991"
"AB.畜牧業",13527,"1991"
"AC.林業",2184,"1991"
"AD.漁業",41925,"1991"
"B 礦業及土石採取業",37656,"1991"
"C 製造業",1508512,"1991"
"CA.食品製造業",72391,"1991"
"CB.飲料及菸草製造業",70047,"1991"
"CC.紡織業",107578,"1991"
"CD.成衣及服飾品製造業",49447,"1991"
"CE.皮革、毛皮及其製品製造業",42229,"1991"
"CF.木竹製品製造業",18172,"1991"
"CG.紙漿、紙及紙製品製造業",35280,"1991"
"CH.印刷及資料儲存媒體複製業",21546,"1991"
"CI.石油及煤製品製造業",101117,"1991"
"CJ.化學材料製造業",100331,"1991"
"CK.化學製品製造業",22895,"1991"
"CL.藥品製造業",8966,"1991"
"CM.橡膠製品製造業",15874,"1991"
"CN.塑膠製品製造業",80119,"1991"
"CO.非金屬礦物製品製造業",64693,"1991"
"CP.基本金屬製造業",84713,"1991"
"CQ.金屬製品製造業",101035,"1991"
"CR.電子零組件製造業",88909,"1991"
"CS.電腦、電子產品及光學製品製造業",88004,"1991"
"CT.電力設備製造業",76382,"1991"
"CU.機械設備製造業",61132,"1991"
"CV.汽車及其零件製造業",66830,"1991"
"CW.其他運輸工具製造業",45904,"1991"
"CX.家具製造業",20102,"1991"
"CY.其他製造業",64816,"1991"
"D 電力及燃氣供應業",113622,"1991"
"DA.電力供應業",110390,"1991"
"DB.氣體燃料供應業",3232,"1991"
"E 用水供應及污染整治業",32990,"1991"
"EA.用水供應業",11214,"1991"
"EB.污染整治業",21776,"1991"
"F 營造業",214896,"1991"
"G 批發及零售業",647682,"1991"
"GA.批發業",317324,"1991"
"GB.零售業",330358,"1991"
"H 運輸及倉儲業",217779,"1991"
"HA.陸上運輸業",99517,"1991"
"HB.水上運輸業",25955,"1991"
"HC.航空運輸業",28014,"1991"
"HD.運輸輔助及倉儲業",51825,"1991"
"HE.郵政及快遞業",12468,"1991"
"I 住宿及餐飲業",80433,"1991"
"IA住宿服務業",19223,"1991"
"IB.餐飲業",61210,"1991"
"J 資訊及通訊傳播業",112544,"1991"
"JA.傳播業",28149,"1991"
"JB.電信業",72869,"1991"
"JC.資訊業",11526,"1991"
"K 金融及保險業",334249,"1991"
"KA.金融中介業",239601,"1991"
"KB.保險業",63403,"1991"
"KC.證券期貨及其他金融業",31245,"1991"
"L 不動產業",330943,"1991"
"LA.不動產業",41519,"1991"
"LB.住宅服務",289424,"1991"
"M 專業、科學及技術服務業",65933,"1991"
"N 支援服務業",25040,"1991"
"NA.租賃業",10814,"1991"
"NB.其他支援服務業",14226,"1991"
"O 公共行政及國防",450497,"1991"
"P 教育服務業",155438,"1991"
"Q 醫療保健及社會工作服務業",88152,"1991"
"QA.醫療保健服務業",83784,"1991"
"QB.社會工作服務業",4368,"1991"
"R 藝術、娛樂及休閒服務業",33321,"1991"
"S 其他服務業",113289,"1991"
"SA.對家庭服務之非營利機構",14470,"1991"
"SB.家事服務業",30316,"1991"
"SC.未分類其他服務業",68503,"1991"
"合 計",4745467,"1991"
"進口稅",116632,"1991"
"加值型營業稅",96121,"1991"
"總 計(生產面)",4958220,"1991"
"統計差異",0,"1991"
"GDP",4958220,"1991"
"補充項目:ICT產業",261308,"1991"
"A 農、林、漁、牧業",192893,"1992"
"AA.農耕業",125361,"1992"
"AB.畜牧業",21192,"1992"
"AC.林業",2738,"1992"
"AD.漁業",43602,"1992"
"B 礦業及土石採取業",48804,"1992"
"C 製造業",1569840,"1992"
"CA.食品製造業",79965,"1992"
"CB.飲料及菸草製造業",73550,"1992"
"CC.紡織業",113459,"1992"
"CD.成衣及服飾品製造業",44392,"1992"
"CE.皮革、毛皮及其製品製造業",35587,"1992"
"CF.木竹製品製造業",15878,"1992"
"CG.紙漿、紙及紙製品製造業",33860,"1992"
"CH.印刷及資料儲存媒體複製業",24032,"1992"
"CI.石油及煤製品製造業",91474,"1992"
"CJ.化學材料製造業",92995,"1992"
"CK.化學製品製造業",28237,"1992"
"CL.藥品製造業",10897,"1992"
"CM.橡膠製品製造業",17601,"1992"
"CN.塑膠製品製造業",86452,"1992"
"CO.非金屬礦物製品製造業",76252,"1992"
"CP.基本金屬製造業",83953,"1992"
"CQ.金屬製品製造業",116434,"1992"
"CR.電子零組件製造業",89383,"1992"
"CS.電腦、電子產品及光學製品製造業",93372,"1992"
"CT.電力設備製造業",77377,"1992"
"CU.機械設備製造業",72783,"1992"
"CV.汽車及其零件製造業",74303,"1992"
"CW.其他運輸工具製造業",51913,"1992"
"CX.家具製造業",20211,"1992"
"CY.其他製造業",65480,"1992"
"D 電力及燃氣供應業",127210,"1992"
"DA.電力供應業",123874,"1992"
"DB.氣體燃料供應業",3336,"1992"
"E 用水供應及污染整治業",35475,"1992"
"EA.用水供應業",13646,"1992"
"EB.污染整治業",21829,"1992"
"F 營造業",246730,"1992"
"G 批發及零售業",746429,"1992"
"GA.批發業",369251,"1992"
"GB.零售業",377178,"1992"
"H 運輸及倉儲業",238771,"1992"
"HA.陸上運輸業",107783,"1992"
"HB.水上運輸業",27233,"1992"
"HC.航空運輸業",28970,"1992"
"HD.運輸輔助及倉儲業",57654,"1992"
"HE.郵政及快遞業",17131,"1992"
"I 住宿及餐飲業",90733,"1992"
"IA住宿服務業",21122,"1992"
"IB.餐飲業",69611,"1992"
"J 資訊及通訊傳播業",132817,"1992"
"JA.傳播業",32123,"1992"
"JB.電信業",87068,"1992"
"JC.資訊業",13626,"1992"
"K 金融及保險業",400792,"1992"
"KA.金融中介業",298915,"1992"
"KB.保險業",82995,"1992"
"KC.證券期貨及其他金融業",18882,"1992"
"L 不動產業",392132,"1992"
"LA.不動產業",51947,"1992"
"LB.住宅服務",340185,"1992"
"M 專業、科學及技術服務業",77284,"1992"
"N 支援服務業",29096,"1992"
"NA.租賃業",12424,"1992"
"NB.其他支援服務業",16672,"1992"
"O 公共行政及國防",485568,"1992"
"P 教育服務業",180500,"1992"
"Q 醫療保健及社會工作服務業",102279,"1992"
"QA.醫療保健服務業",97122,"1992"
"QB.社會工作服務業",5157,"1992"
"R 藝術、娛樂及休閒服務業",39503,"1992"
"S 其他服務業",116883,"1992"
"SA.對家庭服務之非營利機構",16021,"1992"
"SB.家事服務業",25648,"1992"
"SC.未分類其他服務業",75214,"1992"
"合 計",5253739,"1992"
"進口稅",138628,"1992"
"加值型營業稅",116733,"1992"
"總 計(生產面)",5509100,"1992"
"統計差異",25444,"1992"
"GDP",5534544,"1992"
"補充項目:ICT產業",283449,"1992"
"A 農、林、漁、牧業",214249,"1993"
"AA.農耕業",134933,"1993"
"AB.畜牧業",26816,"1993"
"AC.林業",2324,"1993"
"AD.漁業",50176,"1993"
"B 礦業及土石採取業",63341,"1993"
"C 製造業",1664199,"1993"
"CA.食品製造業",80538,"1993"
"CB.飲料及菸草製造業",73459,"1993"
"CC.紡織業",111176,"1993"
"CD.成衣及服飾品製造業",48191,"1993"
"CE.皮革、毛皮及其製品製造業",31651,"1993"
"CF.木竹製品製造業",14856,"1993"
"CG.紙漿、紙及紙製品製造業",32242,"1993"
"CH.印刷及資料儲存媒體複製業",25278,"1993"
"CI.石油及煤製品製造業",99552,"1993"
"CJ.化學材料製造業",87746,"1993"
"CK.化學製品製造業",32678,"1993"
"CL.藥品製造業",12516,"1993"
"CM.橡膠製品製造業",20225,"1993"
"CN.塑膠製品製造業",96554,"1993"
"CO.非金屬礦物製品製造業",91855,"1993"
"CP.基本金屬製造業",97363,"1993"
"CQ.金屬製品製造業",126353,"1993"
"CR.電子零組件製造業",119503,"1993"
"CS.電腦、電子產品及光學製品製造業",94547,"1993"
"CT.電力設備製造業",79481,"1993"
"CU.機械設備製造業",77985,"1993"
"CV.汽車及其零件製造業",71343,"1993"
"CW.其他運輸工具製造業",51469,"1993"
"CX.家具製造業",20303,"1993"
"CY.其他製造業",67335,"1993"
"D 電力及燃氣供應業",137617,"1993"
"DA.電力供應業",134115,"1993"
"DB.氣體燃料供應業",3502,"1993"
"E 用水供應及污染整治業",38125,"1993"
"EA.用水供應業",16016,"1993"
"EB.污染整治業",22109,"1993"
"F 營造業",292299,"1993"
"G 批發及零售業",829542,"1993"
"GA.批發業",416439,"1993"
"GB.零售業",413103,"1993"
"H 運輸及倉儲業",260228,"1993"
"HA.陸上運輸業",118838,"1993"
"HB.水上運輸業",30724,"1993"
"HC.航空運輸業",29685,"1993"
"HD.運輸輔助及倉儲業",65191,"1993"
"HE.郵政及快遞業",15790,"1993"
"I 住宿及餐飲業",99781,"1993"
"IA住宿服務業",23399,"1993"
"IB.餐飲業",76382,"1993"
"J 資訊及通訊傳播業",153045,"1993"
"JA.傳播業",35891,"1993"
"JB.電信業",101550,"1993"
"JC.資訊業",15604,"1993"
"K 金融及保險業",451196,"1993"
"KA.金融中介業",328788,"1993"
"KB.保險業",85732,"1993"
"KC.證券期貨及其他金融業",36676,"1993"
"L 不動產業",481146,"1993"
"LA.不動產業",62292,"1993"
"LB.住宅服務",418854,"1993"
"M 專業、科學及技術服務業",88314,"1993"
"N 支援服務業",33534,"1993"
"NA.租賃業",14195,"1993"
"NB.其他支援服務業",19339,"1993"
"O 公共行政及國防",524224,"1993"
"P 教育服務業",206640,"1993"
"Q 醫療保健及社會工作服務業",114917,"1993"
"QA.醫療保健服務業",109023,"1993"
"QB.社會工作服務業",5894,"1993"
"R 藝術、娛樂及休閒服務業",45024,"1993"
"S 其他服務業",127455,"1993"
"SA.對家庭服務之非營利機構",17221,"1993"
"SB.家事服務業",29862,"1993"
"SC.未分類其他服務業",80372,"1993"
"合 計",5824876,"1993"
"進口稅",152468,"1993"
"加值型營業稅",136853,"1993"
"總 計(生產面)",6114197,"1993"
"統計差異",-4096,"1993"
"GDP",6110101,"1993"
"補充項目:ICT產業",331204,"1993"
"A 農、林、漁、牧業",225762,"1994"
"AA.農耕業",142202,"1994"
"AB.畜牧業",30551,"1994"
"AC.林業",2276,"1994"
"AD.漁業",50733,"1994"
"B 礦業及土石採取業",51715,"1994"
"C 製造業",1731258,"1994"
"CA.食品製造業",83707,"1994"
"CB.飲料及菸草製造業",74157,"1994"
"CC.紡織業",103955,"1994"
"CD.成衣及服飾品製造業",35760,"1994"
"CE.皮革、毛皮及其製品製造業",27433,"1994"
"CF.木竹製品製造業",12062,"1994"
"CG.紙漿、紙及紙製品製造業",37925,"1994"
"CH.印刷及資料儲存媒體複製業",23895,"1994"
"CI.石油及煤製品製造業",106690,"1994"
"CJ.化學材料製造業",115549,"1994"
"CK.化學製品製造業",34025,"1994"
"CL.藥品製造業",13160,"1994"
"CM.橡膠製品製造業",19724,"1994"
"CN.塑膠製品製造業",98393,"1994"
"CO.非金屬礦物製品製造業",93496,"1994"
"CP.基本金屬製造業",96466,"1994"
"CQ.金屬製品製造業",135225,"1994"
"CR.電子零組件製造業",129142,"1994"
"CS.電腦、電子產品及光學製品製造業",107161,"1994"
"CT.電力設備製造業",87133,"1994"
"CU.機械設備製造業",80365,"1994"
"CV.汽車及其零件製造業",75634,"1994"
"CW.其他運輸工具製造業",55444,"1994"
"CX.家具製造業",20807,"1994"
"CY.其他製造業",63950,"1994"
"D 電力及燃氣供應業",146683,"1994"
"DA.電力供應業",142255,"1994"
"DB.氣體燃料供應業",4428,"1994"
"E 用水供應及污染整治業",40123,"1994"
"EA.用水供應業",17556,"1994"
"EB.污染整治業",22567,"1994"
"F 營造業",333558,"1994"
"G 批發及零售業",927643,"1994"
"GA.批發業",473933,"1994"
"GB.零售業",453710,"1994"
"H 運輸及倉儲業",288259,"1994"
"HA.陸上運輸業",131842,"1994"
"HB.水上運輸業",33789,"1994"
"HC.航空運輸業",30234,"1994"
"HD.運輸輔助及倉儲業",75292,"1994"
"HE.郵政及快遞業",17102,"1994"
"I 住宿及餐飲業",110932,"1994"
"IA住宿服務業",27636,"1994"
"IB.餐飲業",83296,"1994"
"J 資訊及通訊傳播業",170440,"1994"
"JA.傳播業",40710,"1994"
"JB.電信業",111540,"1994"
"JC.資訊業",18190,"1994"
"K 金融及保險業",542999,"1994"
"KA.金融中介業",390345,"1994"
"KB.保險業",94944,"1994"
"KC.證券期貨及其他金融業",57710,"1994"
"L 不動產業",564653,"1994"
"LA.不動產業",74490,"1994"
"LB.住宅服務",490163,"1994"
"M 專業、科學及技術服務業",102154,"1994"
"N 支援服務業",39772,"1994"
"NA.租賃業",16804,"1994"
"NB.其他支援服務業",22968,"1994"
"O 公共行政及國防",555897,"1994"
"P 教育服務業",231335,"1994"
"Q 醫療保健及社會工作服務業",127387,"1994"
"QA.醫療保健服務業",120622,"1994"
"QB.社會工作服務業",6765,"1994"
"R 藝術、娛樂及休閒服務業",49546,"1994"
"S 其他服務業",151335,"1994"
"SA.對家庭服務之非營利機構",28600,"1994"
"SB.家事服務業",35015,"1994"
"SC.未分類其他服務業",87720,"1994"
"合 計",6391451,"1994"
"進口稅",160638,"1994"
"加值型營業稅",150349,"1994"
"總 計(生產面)",6702438,"1994"
"統計差異",-16933,"1994"
"GDP",6685505,"1994"
"補充項目:ICT產業",366033,"1994"
"A 農、林、漁、牧業",243467,"1995"
"AA.農耕業",146162,"1995"
"AB.畜牧業",39146,"1995"
"AC.林業",2653,"1995"
"AD.漁業",55506,"1995"
"B 礦業及土石採取業",53043,"1995"
"C 製造業",1815706,"1995"
"CA.食品製造業",86457,"1995"
"CB.飲料及菸草製造業",73569,"1995"
"CC.紡織業",94668,"1995"
"CD.成衣及服飾品製造業",32839,"1995"
"CE.皮革、毛皮及其製品製造業",20832,"1995"
"CF.木竹製品製造業",13044,"1995"
"CG.紙漿、紙及紙製品製造業",40368,"1995"
"CH.印刷及資料儲存媒體複製業",23215,"1995"
"CI.石油及煤製品製造業",121265,"1995"
"CJ.化學材料製造業",158208,"1995"
"CK.化學製品製造業",30036,"1995"
"CL.藥品製造業",11971,"1995"
"CM.橡膠製品製造業",20607,"1995"
"CN.塑膠製品製造業",93573,"1995"
"CO.非金屬礦物製品製造業",84918,"1995"
"CP.基本金屬製造業",108359,"1995"
"CQ.金屬製品製造業",141648,"1995"
"CR.電子零組件製造業",176614,"1995"
"CS.電腦、電子產品及光學製品製造業",121749,"1995"
"CT.電力設備製造業",80048,"1995"
"CU.機械設備製造業",72627,"1995"
"CV.汽車及其零件製造業",72996,"1995"
"CW.其他運輸工具製造業",55345,"1995"
"CX.家具製造業",20434,"1995"
"CY.其他製造業",60316,"1995"
"D 電力及燃氣供應業",153663,"1995"
"DA.電力供應業",148095,"1995"
"DB.氣體燃料供應業",5568,"1995"
"E 用水供應及污染整治業",42344,"1995"
"EA.用水供應業",18821,"1995"
"EB.污染整治業",23523,"1995"
"F 營造業",355572,"1995"
"G 批發及零售業",1061383,"1995"
"GA.批發業",558873,"1995"
"GB.零售業",502510,"1995"
"H 運輸及倉儲業",314508,"1995"
"HA.陸上運輸業",139045,"1995"
"HB.水上運輸業",36959,"1995"
"HC.航空運輸業",32188,"1995"
"HD.運輸輔助及倉儲業",88102,"1995"
"HE.郵政及快遞業",18214,"1995"
"I 住宿及餐飲業",123929,"1995"
"IA住宿服務業",31007,"1995"
"IB.餐飲業",92922,"1995"
"J 資訊及通訊傳播業",188186,"1995"
"JA.傳播業",47538,"1995"
"JB.電信業",120163,"1995"
"JC.資訊業",20485,"1995"
"K 金融及保險業",559556,"1995"
"KA.金融中介業",411284,"1995"
"KB.保險業",113727,"1995"
"KC.證券期貨及其他金融業",34545,"1995"
"L 不動產業",661245,"1995"
"LA.不動產業",86077,"1995"
"LB.住宅服務",575168,"1995"
"M 專業、科學及技術服務業",117643,"1995"
"N 支援服務業",45542,"1995"
"NA.租賃業",18375,"1995"
"NB.其他支援服務業",27167,"1995"
"O 公共行政及國防",610215,"1995"
"P 教育服務業",262422,"1995"
"Q 醫療保健及社會工作服務業",151545,"1995"
"QA.醫療保健服務業",143459,"1995"
"QB.社會工作服務業",8086,"1995"
"R 藝術、娛樂及休閒服務業",56431,"1995"
"S 其他服務業",161158,"1995"
"SA.對家庭服務之非營利機構",23853,"1995"
"SB.家事服務業",40729,"1995"
"SC.未分類其他服務業",96576,"1995"
"合 計",6977558,"1995"
"進口稅",172007,"1995"
"加值型營業稅",152802,"1995"
"總 計(生產面)",7302367,"1995"
"統計差異",-24822,"1995"
"GDP",7277545,"1995"
"補充項目:ICT產業",439011,"1995"
"A 農、林、漁、牧業",242266,"1996"
"AA.農耕業",148286,"1996"
"AB.畜牧業",38083,"1996"
"AC.林業",2244,"1996"
"AD.漁業",53653,"1996"
"B 礦業及土石採取業",47962,"1996"
"C 製造業",1958249,"1996"
"CA.食品製造業",93509,"1996"
"CB.飲料及菸草製造業",75472,"1996"
"CC.紡織業",105425,"1996"
"CD.成衣及服飾品製造業",33588,"1996"
"CE.皮革、毛皮及其製品製造業",20928,"1996"
"CF.木竹製品製造業",12706,"1996"
"CG.紙漿、紙及紙製品製造業",40795,"1996"
"CH.印刷及資料儲存媒體複製業",25065,"1996"
"CI.石油及煤製品製造業",109096,"1996"
"CJ.化學材料製造業",145602,"1996"
"CK.化學製品製造業",33571,"1996"
"CL.藥品製造業",13348,"1996"
"CM.橡膠製品製造業",22274,"1996"
"CN.塑膠製品製造業",108262,"1996"
"CO.非金屬礦物製品製造業",80465,"1996"
"CP.基本金屬製造業",101546,"1996"
"CQ.金屬製品製造業",164099,"1996"
"CR.電子零組件製造業",203084,"1996"
"CS.電腦、電子產品及光學製品製造業",162426,"1996"
"CT.電力設備製造業",93331,"1996"
"CU.機械設備製造業",82016,"1996"
"CV.汽車及其零件製造業",79076,"1996"
"CW.其他運輸工具製造業",60274,"1996"
"CX.家具製造業",23228,"1996"
"CY.其他製造業",69063,"1996"
"D 電力及燃氣供應業",164428,"1996"
"DA.電力供應業",158599,"1996"
"DB.氣體燃料供應業",5829,"1996"
"E 用水供應及污染整治業",43803,"1996"
"EA.用水供應業",19513,"1996"
"EB.污染整治業",24290,"1996"
"F 營造業",355114,"1996"
"G 批發及零售業",1185344,"1996"
"GA.批發業",635407,"1996"
"GB.零售業",549937,"1996"
"H 運輸及倉儲業",343818,"1996"
"HA.陸上運輸業",151729,"1996"
"HB.水上運輸業",36814,"1996"
"HC.航空運輸業",33558,"1996"
"HD.運輸輔助及倉儲業",101937,"1996"
"HE.郵政及快遞業",19780,"1996"
"I 住宿及餐飲業",141176,"1996"
"IA住宿服務業",34933,"1996"
"IB.餐飲業",106243,"1996"
"J 資訊及通訊傳播業",208257,"1996"
"JA.傳播業",53362,"1996"
"JB.電信業",132083,"1996"
"JC.資訊業",22812,"1996"
"K 金融及保險業",611164,"1996"
"KA.金融中介業",441431,"1996"
"KB.保險業",124734,"1996"
"KC.證券期貨及其他金融業",44999,"1996"
"L 不動產業",729163,"1996"
"LA.不動產業",84082,"1996"
"LB.住宅服務",645081,"1996"
"M 專業、科學及技術服務業",133635,"1996"
"N 支援服務業",51750,"1996"
"NA.租賃業",20138,"1996"
"NB.其他支援服務業",31612,"1996"
"O 公共行政及國防",662264,"1996"
"P 教育服務業",297934,"1996"
"Q 醫療保健及社會工作服務業",172244,"1996"
"QA.醫療保健服務業",162539,"1996"
"QB.社會工作服務業",9705,"1996"
"R 藝術、娛樂及休閒服務業",62600,"1996"
"S 其他服務業",188765,"1996"
"SA.對家庭服務之非營利機構",29937,"1996"
"SB.家事服務業",53129,"1996"
"SC.未分類其他服務業",105699,"1996"
"合 計",7599936,"1996"
"進口稅",150456,"1996"
"加值型營業稅",155683,"1996"
"總 計(生產面)",7906075,"1996"
"統計差異",0,"1996"
"GDP",7906075,"1996"
"補充項目:ICT產業",520405,"1996"
"A 農、林、漁、牧業",210710,"1997"
"AA.農耕業",145200,"1997"
"AB.畜牧業",12936,"1997"
"AC.林業",2341,"1997"
"AD.漁業",50233,"1997"
"B 礦業及土石採取業",59565,"1997"
"C 製造業",2117262,"1997"
"CA.食品製造業",92560,"1997"
"CB.飲料及菸草製造業",74435,"1997"
"CC.紡織業",120218,"1997"
"CD.成衣及服飾品製造業",35661,"1997"
"CE.皮革、毛皮及其製品製造業",22666,"1997"
"CF.木竹製品製造業",12915,"1997"
"CG.紙漿、紙及紙製品製造業",41751,"1997"
"CH.印刷及資料儲存媒體複製業",26421,"1997"
"CI.石油及煤製品製造業",131480,"1997"
"CJ.化學材料製造業",152300,"1997"
"CK.化學製品製造業",37482,"1997"
"CL.藥品製造業",14875,"1997"
"CM.橡膠製品製造業",23638,"1997"
"CN.塑膠製品製造業",112607,"1997"
"CO.非金屬礦物製品製造業",76536,"1997"
"CP.基本金屬製造業",116389,"1997"
"CQ.金屬製品製造業",167280,"1997"
"CR.電子零組件製造業",236519,"1997"
"CS.電腦、電子產品及光學製品製造業",185198,"1997"
"CT.電力設備製造業",93690,"1997"
"CU.機械設備製造業",91660,"1997"
"CV.汽車及其零件製造業",87614,"1997"
"CW.其他運輸工具製造業",64584,"1997"
"CX.家具製造業",24349,"1997"
"CY.其他製造業",74434,"1997"
"D 電力及燃氣供應業",170061,"1997"
"DA.電力供應業",163054,"1997"
"DB.氣體燃料供應業",7007,"1997"
"E 用水供應及污染整治業",45368,"1997"
"EA.用水供應業",20577,"1997"
"EB.污染整治業",24791,"1997"
"F 營造業",371868,"1997"
"G 批發及零售業",1313014,"1997"
"GA.批發業",703368,"1997"
"GB.零售業",609646,"1997"
"H 運輸及倉儲業",372411,"1997"
"HA.陸上運輸業",158779,"1997"
"HB.水上運輸業",42930,"1997"
"HC.航空運輸業",38923,"1997"
"HD.運輸輔助及倉儲業",110312,"1997"
"HE.郵政及快遞業",21467,"1997"
"I 住宿及餐飲業",159123,"1997"
"IA住宿服務業",37727,"1997"
"IB.餐飲業",121396,"1997"
"J 資訊及通訊傳播業",235568,"1997"
"JA.傳播業",60780,"1997"
"JB.電信業",142928,"1997"
"JC.資訊業",31860,"1997"
"K 金融及保險業",742666,"1997"
"KA.金融中介業",500978,"1997"
"KB.保險業",132024,"1997"
"KC.證券期貨及其他金融業",109664,"1997"
"L 不動產業",761492,"1997"
"LA.不動產業",85868,"1997"
"LB.住宅服務",675624,"1997"
"M 專業、科學及技術服務業",146270,"1997"
"N 支援服務業",61358,"1997"
"NA.租賃業",22127,"1997"
"NB.其他支援服務業",39231,"1997"
"O 公共行政及國防",696826,"1997"
